1 , 2 , 0.7928194993412384
5 , 6 , 0.7987179487179487
7 , 8 , 0.8756410256410255
9 , 10 , 0.8560606060606061
11 , 12 , 0.8083333333333332
13 , 14 , 0.9833333333333332
17 , 18 , 0.9833333333333332
25 , 26 , 0.7719373219373219
27 , 28 , 0.8656862745098038
29 , 30 , 0.8119047619047619
33 , 34 , 0.9833333333333332
39 , 40 , 0.8533333333333333
43 , 44 , 0.9833333333333332
47 , 48 , 0.8206959706959707
49 , 50 , 0.7897435897435897
51 , 52 , 0.8065934065934066
53 , 54 , 0.8064102564102564
57 , 58 , 0.7698248905565979
59 , 465 , 0.766025641025641
63 , 64 , 0.8064102564102564
65 , 66 , 0.8064102564102564
67 , 68 , 0.9064102564102564
71 , 72 , 0.8206959706959707
75 , 76 , 0.8448717948717949
79 , 80 , 0.7814102564102564
80 , 82 , 0.7595238095238095
85 , 313 , 0.780952380952381
89 , 90 , 0.7814102564102564
91 , 92 , 0.8923076923076924
93 , 94 , 0.8206959706959707
97 , 98 , 0.7878917378917378
101 , 102 , 0.9064102564102564
107 , 108 , 0.9064102564102564
109 , 110 , 0.7964102564102563
113 , 114 , 0.7734811165845649
115 , 116 , 0.8958839406207826
119 , 120 , 0.7564102564102564
131 , 132 , 0.8206959706959707
135 , 136 , 0.8032091097308488
137 , 138 , 0.8702898550724637
141 , 142 , 0.7579710144927536
145 , 146 , 0.8954710144927536
147 , 148 , 0.7846320346320346
149 , 150 , 0.864102564102564
157 , 158 , 0.8642857142857142
159 , 160 , 0.7785714285714286
161 , 162 , 0.8633333333333333
165 , 166 , 0.7824102564102564
167 , 168 , 0.7777777777777778
169 , 170 , 0.7833333333333333
169 , 519 , 0.7547619047619047
171 , 172 , 0.8684397163120569
173 , 174 , 0.9064102564102564
175 , 176 , 0.8895833333333332
177 , 178 , 0.7908963585434173
179 , 181 , 0.8553246753246754
180 , 182 , 0.9371428571428572
180 , 823 , 0.7809523809523808
184 , 823 , 0.7708333333333334
185 , 186 , 0.8412280701754387
187 , 188 , 0.9833333333333332
189 , 190 , 0.8833333333333332
191 , 192 , 0.8119047619047619
193 , 194 , 0.8976190476190476
195 , 196 , 0.8589743589743589
197 , 198 , 0.8976190476190476
199 , 200 , 0.7670653907496012
201 , 202 , 0.8833333333333332
203 , 204 , 0.8184981684981685
205 , 206 , 0.8560606060606061
207 , 208 , 0.8233333333333333
207 , 593 , 0.7653985507246377
209 , 210 , 0.8833333333333332
211 , 212 , 0.8166666666666667
213 , 214 , 0.8833333333333332
217 , 218 , 0.8194677871148459
219 , 220 , 0.8560606060606061
223 , 224 , 0.9833333333333332
319 , 322 , 0.76
406 , 437 , 0.7563804412641622
407 , 485 , 0.7571428571428571
544 , 561 , 0.8124708624708624
559 , 774 , 0.7611801242236025
614 , 637 , 0.7735294117647059
629 , 642 , 0.7546153846153846
746 , 747 , 0.79
